amplitude,polar
15.003476826743361,1.8750231219986835
10.163946158634696,0.40069153484297143
2.8094437394260083,5.978150520947476
1.5860604939992071,0.503309338923933
3.3972625123950904,3.7287686592359828
3.655766217993843,0.3637050777078648
4.974106428859858,3.4014374586873912
3.705740607911598,0.48442137194977253
1.9008562092186283,1.8998460216352375
2.4516930151682916,0.9942479760115368
22.22785841151819,1.6724995644745713
0.9786465462566136,3.4378941580164586
0.9948263746126768,0.09854341385276043
2.012829677965825,3.942009450533441
2.4057500941754126,0.6370477752588181
3.62444551793788,6.172459531813709
13.600882532256868,1.3259179706069302
10.05464619746762,1.0758698111797687
1.8106912569858495,2.8711446724397334
2.788608145764656,5.855990220377226
1.8701168412695464,2.803100893209064
2.38841765741463,3.279093253706509
8.350116579463128,2.228282726166326
2.7782409705828317,1.7453981544772226
14.972204841388585,4.349520116573257
9.19608368155298,3.7526693896623504
13.97492302360285,1.0929997376585936
6.314677110955475,1.6743117959783187
3.39360217219476,0.0484188147776605
1.5831192508778311,1.2467985851696812
2.5733511255996597,3.360166763293506
1.2680841109721368,0.7138225302088259
3.0823341196242846,5.163304662303663
12.983679636614962,3.4632884074604053
3.042067399401271,0.1156396188900332
16.147031569784737,1.2035774733931892
7.188399727381956,0.5824900280830564
3.286470646833774,2.523014475243033
2.963558355254707,3.8420662610864627
19.96466830467326,3.4821793125255844
6.479395674945312,3.7315214803160592
7.032837150867705,0.3086486583133743
21.721871529995408,1.4693188268284751
3.346674573830717,6.003223369611332
1.4638549973016475,2.5007045114903668
16.60144310227653,1.988848643550546
7.959362199636352,1.6401098766781308
2.8416395465470314,0.3881521625444253
7.301206403953051,2.9081992253815248
3.3136767579608617,2.4480280347546537
3.571689325882784,6.234029100791045
0.9955156719635319,3.275339017667964
10.285141379831636,2.017566869097599
9.100337995096668,2.7841820542460924
1.944868621044879,3.4097218249842585
25.05447515228068,0.47579682544842666
12.512954192555807,4.2118224495998735
18.554998654759448,3.1186722942908705
28.31054372628907,1.445292904571674
27.286081829845045,2.0071146293900033
15.57418993930744,0.7291318376383285
3.3478467076801777,5.884956264820203
5.7346936519093985,2.8344830681056714
4.216537369765034,0.10343851277483986
6.7808435004890795,6.018810356649057
16.488610732582202,1.4317071423069898
1.1121750227594562,2.988251177339205
7.820879925718078,0.09276964366210566
17.751268731065394,1.3338413478465487
4.821161084544363,2.4062105641192773
2.6917980108563158,2.5506921794012705
10.19389410995622,4.347909105566633
11.437019129235551,2.0616331501197176
7.829909239775709,3.4774741344754965
7.325066097184721,2.487432736079087
2.306223658386152,0.0986978732601519
2.1833517023718394,1.2689258127273058
1.5779262993720562,4.962382299730485
6.498976608138011,0.8112280975877862
16.03123855262749,1.7054485696876032
21.31035546138602,1.9375191280063724
21.539111034493743,1.1118904542304275
7.409332333280782,1.1981282823557062
27.554990061069248,3.4209185917191
3.587459721028238,2.4923214131501923
6.1546837614230805,2.619136419254303
13.416492094619958,0.9760493257655876
9.09810432349784,3.2308643680261726
13.123088930511939,0.856563106060383
16.08080879204308,3.25073563744392
2.052599727327516,4.020527889231117
31.81957575165994,1.5209950671691768
12.083717379313578,3.1376824230766993
1.7966306355578474,6.233070563741598
8.793521175061214,2.5769043697083593
42.23538726145411,1.4375935260247468
4.119936164554012,0.3922705402621234
6.874166568801269,1.277254699773155
