amplitude,polar
37.6092951650586,2.503475878046104
30.77024088709739,5.650916065822575
9.438177426018227,4.346447474015771
3.8506672818649217,4.910300210847202
4.85729351722747,0.7850706167337603
3.2085001972300082,4.0685372404697295
15.680758534048183,5.383342783434857
7.4893642086628365,2.772132468550781
31.33821533886383,1.9068510826283314
8.132517852731715,5.192988312802516
7.665207540610036,1.5831250724302615
1.8710701566884065,4.661259589851939
4.529114472637006,1.914070897964417
3.8170750991433233,5.710714482692195
5.991020585530484,2.292682368060573
8.938183409186129,2.0070280914619887
7.564584073372776,0.32781735669802237
22.95528327974031,2.271433017922927
19.37304357904625,5.397468846235707
2.825167099593404,2.372244928153854
3.9554884812118956,4.9064378325153175
12.261131035970948,1.8027118378976867
4.038606630463655,5.103344514196907
2.379796505218459,1.728872766483062
3.4857594446906384,5.074974840091995
0.8427181190202339,4.892242480177164
1.3314910873246582,2.183875716617001
3.6824977469443207,5.734592458580587
0.5525296372141517,1.357427684643096
14.96617707167148,5.3317733768848745
7.409512455494285,1.9724783312444554
10.742870579191113,2.1671347330818054
3.1481452128594705,5.277692994685249
1.5115261534290474,1.4977919710728158
4.50885993420177,0.6373631550359823
6.976185594802145,2.253042480067733
7.232926673596584,2.4214604189557205
5.255421696032108,5.457058278329694
1.345968354940039,0.7369154764206979
13.244484386198279,1.4750916479631873
1.093222765782435,1.6697482069328702
10.320964905381908,4.982723185807111
2.511261327127271,2.5639028057017814
8.680750336592455,1.669059381026732
15.492358988082644,2.370931778852441
1.633283430891587,4.339429147141945
31.104259784885173,1.5748833989451179
7.221967708189025,5.1310878057764695
6.325189219007599,0.15266285086284445
10.16869285017745,2.328654108178224
2.9015678008836865,5.534807259656068
24.302959455203183,1.473757756262071
15.75859606938782,0.8611401968884697
3.576231850705429,2.3161446793138416
2.700170853969245,2.116146119378459
8.208847561092242,1.2950003804851968
9.3461246313646,2.210301116162733
4.61003037544223,5.338709313771487
7.616529001536725,5.072075892079219
17.115878257209733,2.266233103206211
4.061641393882522,5.835145944945926
7.009256773412214,5.378908114039391
2.421099585544758,2.290762838581823
7.355472054234524,4.453313681046341
7.405196858667906,2.1625911002570564
2.246462469083334,5.391353266808164
5.211629617079959,5.679975205936754
9.024235026444066,5.158641221420337
14.628384863105186,2.450684757651795
6.435763558283121,5.449933592273188
3.8864231828572113,2.147960334310651
12.691688035999189,5.538853059296116
3.1367229341503804,2.2410562594095684
6.947257944910716,4.974138794620743
4.191384645913565,1.932959796311528
8.730668668013065,5.748135802361269
8.895171538712729,2.4553559214984615
0.9332971793592816,3.57181151196258
5.761913061214997,4.879912950244275
1.6141429275702335,5.561404883389012
1.0304140247978022,5.316138313782125
1.476802801874715,3.0263085620936363
4.612737067078505,1.8749615296853062
3.8406152217125262,2.0762446676685533
13.814843616785895,1.6344393502186256
2.701747871748954,5.179760966950981
2.770459317175584,4.455788659868158
4.752867774104913,1.6070192252148296
4.97525548653032,5.112589589681782
2.486341881786372,6.092445075456595
4.416276305469349,1.9803040824360356
1.441460441054491,5.09217071994273
1.6771739064569282,1.7995056803171716
9.99659073134436,5.105517994201337
2.2464751452275253,4.205728240447095
9.016094554496693,1.6437306592664005
1.4722678615829419,5.128518503500575
1.0340176044197735,1.475999347357915
6.388550011544093,1.6194180600465136
11.546772509693996,1.839312845478334
5.069036405287006,5.231149706371601
2.0312581422913727,2.664569572777456
5.405665387466194,1.3340452302727008
2.03123103837304,1.0290470400741054
1.0726401569258943,2.0874707405981043
2.7660384860391956,5.404471427799864
3.0162976685002456,5.453465607543829
4.73556212344427,2.179225771146821
16.50991372630396,5.099778884953963
9.94509493732966,2.1442408123735506
3.833685891622447,5.606107063987684
3.3364975671540646,2.105375379971299
2.5401478610998214,5.301742768468036
8.340680806295127,1.8523568035307836
6.3418847405562335,4.643862024598701
2.2783180473761777,2.3603844098076423
2.5332207328320218,2.1966213874222458
6.481221076357834,6.180943169057382
4.92581914824834,0.7921810051127003
4.848076649881371,1.9387198730828188
4.205659289873587,3.3185272220607738
6.035999918458006,5.25271258805528
4.74124506491965,1.7928110329293316
13.45411375112181,1.6792096808265444
13.794629535846552,1.300595969763078
1.3899173536581182,2.192927632159701
2.7249035103329806,2.1183671602261467
12.024526279650269,1.5614403123722316
2.4409267355094872,5.272649342615276
2.462966485003395,4.262019446963821
3.660609112992673,1.7017840910729785
18.081526443617808,1.7178496077006935
1.3633129512789843,5.3755310098720015
3.8622274054294095,3.148874785278235
3.2140239964878887,5.184802801897235
3.3655826111536777,3.0007355910471007
3.970565061329432,5.921463227803427
12.223390275538334,1.4491925296721595
14.036750465296445,2.1892569725883693
3.367439970233327,1.2379527250643714
6.516635500777991,2.7045066059856775
4.293069722311182,5.694165188175342
8.049983467568428,1.960878867108604
1.601279727475809,5.0392494658660425
10.645496644708498,5.503615802928233
7.3045730207606905,2.4792392235716143
4.11918193106956,0.673930535064648
8.298383430674923,1.9851940039809997
1.5332660452853555,5.054327091312584
7.327295656695245,5.00087515167972
1.3526977732017627,1.94543404541392
2.3374665672742836,2.1481198542726307
6.856127420280709,2.6353707128425805
6.300733718435098,5.443850382219042
1.4743424381737151,2.01738074556881
3.8661616502999503,2.0150529004896063
2.9891086986759126,5.434405486711634
11.761992072588086,1.9263989080766217
1.5935925804608888,5.0595918308511205
2.9215905610215134,5.535915794927074
